tweet_id,timestamp,tweet_source,tweet_text,rating,dog_stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
815390,2017-01-01 02:53:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy New Year from the squad! 13/10 for all https://t.co/9njRxyUd5L,1.3,None,https://pbs.twimg.com/media/C1DZQiTXgAUqgRI.jpg,1,Restaurant,0.279846,False,Toyshop,0.091429,False,Paper Towel,0.046147,False,4407,11467
814986,2016-12-31 00:08:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho https://t.co/01vpuRDXQ8,1.1,pupper,https://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,1,Dalmatian,0.999828,True,Boxer,6.8e-05,True,American Staffordshire Terrier,3.4e-05,True,1505,8485
814530,2016-12-29 17:54:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well https://t.co/IOdgfnSE9G,1.2,None,https://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,1,Miniature Poodle,0.626913,True,Toy Poodle,0.265582,True,Soft-Coated Wheaten Terrier,0.041614,True,2156,9629
814153,2016-12-28 16:56:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning https://t.co/YIJo7X7K9J,1.2,None,https://pbs.twimg.com/media/C0xz04SVIAAeyDb.jpg,1,Golden Retriever,0.490068,True,Labrador Retriever,0.291956,True,Chow,0.072475,True,10080,32000
813910,2016-12-28 00:52:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,1.1,doggo,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,Siberian Husky,0.699355,True,Eskimo Dog,0.256433,True,Norwegian Elkhound,0.013189,True,2194,10342
813172,2016-12-26 00:00:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Eleanor. She winks like she knows many things that you don't. 12/10 https://t.co/bxGwkJa2kE,1.2,None,https://pbs.twimg.com/media/C0j4EESUsAABtMq.jpg,1,Doormat,0.954844,False,Golden Retriever,0.026193,True,Cocker Spaniel,0.004386,True,2236,10384
813157,2016-12-25 23:00:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark https://t.co/hwhCbhCjnV,1.2,None,https://pbs.twimg.com/media/C0jqVVOXUAAGJ0G.jpg,2,Siamese Cat,0.843911,False,Pembroke,0.070567,True,Cardigan,0.041916,True,2557,8588
813142,2016-12-25 22:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 https://t.co/KK4XQK9SPi,1.3,None,https://pbs.twimg.com/media/C0jcmOKVQAAd0VR.jpg,3,Beagle,0.848735,True,Ibizan Hound,0.044602,True,Italian Greyhound,0.018611,True,2728,9361
813127,2016-12-25 21:00:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,1.1,doggo,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,Norwegian Elkhound,0.432416,True,Whippet,0.374223,True,Siberian Husky,0.032463,True,3652,13242
813112,2016-12-25 20:00:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby https://t.co/zfdaGZlweq,1.2,None,https://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,1,Dingo,0.287369,False,Pembroke,0.140682,True,Basenji,0.090819,True,3225,11515
812781,2016-12-24 22:04:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 https://t.co/lXFM1l22bG,1.0,None,https://pbs.twimg.com/media/C0eUHfWUAAANEYr.jpg,1,Bull Mastiff,0.989316,True,Boxer,0.007043,True,French Bulldog,0.00174,True,2191,8380
812709,2016-12-24 17:18:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af https://t.co/AbBDuGZUpp,1.2,None,https://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,1,Irish Setter,0.326873,True,Golden Retriever,0.18261,True,Leonberg,0.156912,True,1665,7373
812503,2016-12-24 03:40:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family 
https://t.co/LRCTJpnCnS https://t.co/wZz7fI6XO1",1.3,None,https://pbs.twimg.com/media/C0aXTLqXEAADxBi.jpg,2,Loupe,0.546856,False,Web Site,0.345298,False,Bubble,0.010528,False,1424,6787
812372,2016-12-23 19:00:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af https://t.co/gCnAeL2mvT,1.3,None,https://pbs.twimg.com/media/C0YgO3DW8AAz98O.jpg,2,Golden Retriever,0.784873,True,Cocker Spaniel,0.087788,True,Labrador Retriever,0.083275,True,4252,15224
811744,2016-12-22 01:24:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Halo. She likes watermelon. 13/10 https://t.co/TZkiQZqwA6,1.3,None,https://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg,1,Pekinese,0.386082,True,Labrador Retriever,0.202862,True,Golden Retriever,0.170487,True,1884,8429
811627,2016-12-21 17:39:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet https://t.co/IU8S0n4oxn,1.0,None,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,1,Beagle,0.39628,True,Pembroke,0.049562,True,Wire-Haired Fox Terrier,0.046349,True,3650,14265
810896,2016-12-19 17:14:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine https://t.co/zW1o0W4AYV",1.1,None,https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,1,Flat-Coated Retriever,0.820804,True,Labrador Retriever,0.082318,True,Curly-Coated Retriever,0.06746,True,2090,10093
810284,2016-12-18 00:43:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil https://t.co/9p6ECXJMMu,1.3,None,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,1,Malamute,0.620768,True,Eskimo Dog,0.158395,True,Tibetan Mastiff,0.028962,True,13369,39640
810254,2016-12-17 22:43:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https://t.co/DrsrQkEfnb",1.2,None,https://pbs.twimg.com/media/Cz6Z0DgWIAAfdvp.jpg,1,Staffordshire Bullterrier,0.292556,True,American Staffordshire Terrier,0.261233,True,Border Terrier,0.062375,True,3901,16380
809220,2016-12-15 02:14:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately https://t.co/wHu15q2Q6p,1.2,None,https://pbs.twimg.com/media/CzrtWDbWEAAmIhy.jpg,1,Pomeranian,0.819511,True,Samoyed,0.141241,True,Pembroke,0.013455,True,6554,22246
808838,2016-12-14 00:57:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible https://t.co/Zrrcw29o13,1.3,None,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,1,Rottweiler,0.36953,True,Miniature Pinscher,0.194867,True,Kelpie,0.160104,True,3536,11271
808106,2016-12-12 00:29:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,1.2,"doggo, pupper",https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,1,Golden Retriever,0.426183,True,Labrador Retriever,0.257447,True,Great Pyrenees,0.126482,True,2525,9701
808001,2016-12-11 17:31:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester https://t.co/O9iGgvfuzl,1.2,None,https://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg,1,Labrador Retriever,0.730959,True,Staffordshire Bullterrier,0.130726,True,American Staffordshire Terrier,0.028853,True,4098,14015
807621,2016-12-10 16:22:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie https://t.co/qTRY2qX9y4,1.4,pupper,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,3,Golden Retriever,0.873233,True,Cocker Spaniel,0.033693,True,Chow,0.020408,True,4288,16236
807059,2016-12-09 03:08:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,1.2,None,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,1,Seat Belt,0.474292,False,Golden Retriever,0.171393,True,Labrador Retriever,0.110592,True,8521,0
807010,2016-12-08 23:53:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop https://t.co/fhgP6vSfhX,1.2,None,https://pbs.twimg.com/media/CzMTcZoXUAEKqEt.jpg,1,Golden Retriever,0.610807,True,Irish Setter,0.213642,True,Welsh Springer Spaniel,0.031887,True,4418,14514
806629,2016-12-07 22:38:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Good afternoon class today we're going to learn what makes a good boy so good"" 13/10 https://t.co/f1h2Fsalv9",1.3,None,https://pbs.twimg.com/media/CzG425nWgAAnP7P.jpg,2,Arabian Camel,0.366248,False,House Finch,0.209852,False,Cocker Spaniel,0.046403,True,37911,75639
806542,2016-12-07 16:53:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af https://t.co/BCB87qUU0h,1.1,None,https://pbs.twimg.com/media/CzFp3FNW8AAfvV8.jpg,1,Vizsla,0.938617,True,Brittany Spaniel,0.036739,True,Chesapeake Bay Retriever,0.003971,True,2752,11363
806219,2016-12-06 19:29:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 https://t.co/IZidSrBvhi,1.1,None,https://pbs.twimg.com/media/CzBD7MWVIAA5ptx.jpg,1,Chow,0.835102,True,Pomeranian,0.040783,True,Eskimo Dog,0.021274,True,1388,7145
805487,2016-12-04 19:02:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12/10 h*ckin romantic af https://t.co/1JUduNuaWl",1.2,None,https://pbs.twimg.com/media/Cy2qiTxXcAAtQBH.jpg,3,Shield,0.58783,False,Barrel,0.09018,False,Sundial,0.069199,False,2929,9773
804026,2016-11-30 18:16:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly https://t.co/U7FvBZo6Bq,1.3,None,https://pbs.twimg.com/media/Cyh5mQTW8AQpB6K.jpg,1,Web Site,0.492709,False,Envelope,0.050566,False,Guillotine,0.015297,False,18876,49774
803773,2016-11-30 01:31:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry https://t.co/ZxeRjMKaWt,1.2,puppo,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,2,Miniature Pinscher,0.817066,True,Redbone,0.059706,True,Irish Terrier,0.034195,True,3220,11203
803692,2016-11-29 20:08:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,1.3,None,https://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg,1,Lakeland Terrier,0.530104,True,Irish Terrier,0.197314,True,Airedale,0.082515,True,8689,0
803638,2016-11-29 16:33:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pupper hath acquire enemy. 13/10 https://t.co/ns9qoElfsX,1.3,pupper,https://pbs.twimg.com/ext_tw_video_thumb/803638023904559104/pu/img/vxm0Htm5iIV7EOAQ.jpg,1,Labrador Retriever,0.372776,True,Golden Retriever,0.343666,True,Great Pyrenees,0.067242,True,4828,12270
802952,2016-11-27 19:09:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist https://t.co/yLm7hQ6UXh,1.2,None,https://pbs.twimg.com/media/CySpCSHXcAAN-qC.jpg,1,Chow,0.944032,True,Golden Retriever,0.01724,True,Pomeranian,0.012085,True,2336,10085
802265,2016-11-25 21:37:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",1.1,"doggo, pupper",https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,1,Labrador Retriever,0.897162,True,Beagle,0.016895,True,Rhodesian Ridgeback,0.012061,True,1573,7039
802247,2016-11-25 20:26:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,1.3,None,https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,1,Chihuahua,0.721188,True,Toy Terrier,0.112943,True,Kelpie,0.053364,True,5247,0
802239,2016-11-25 19:55:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo https://t.co/5oWrHCWg87,1.2,puppo,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,2,Eskimo Dog,0.482498,True,Siberian Husky,0.335774,True,Malamute,0.134589,True,3040,10132
801958,2016-11-25 01:18:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly https://t.co/4fY2bsAm65,1.2,None,https://pbs.twimg.com/media/CyEg2AXUsAA1Qpf.jpg,1,Staffordshire Bullterrier,0.327887,True,American Staffordshire Terrier,0.271916,True,Labrador Retriever,0.247619,True,1992,8608
801538,2016-11-23 21:29:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace https://t.co/p1RD39XjUe,1.2,None,https://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg,1,Pembroke,0.550506,True,Cardigan,0.306612,True,Shetland Sheepdog,0.05423,True,2391,9141
801285,2016-11-23 04:45:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oh h*ck 10/10 https://t.co/bC69RrW559,1.0,None,https://pbs.twimg.com/media/Cx683NPUAAAjyU4.jpg,1,Minivan,0.789376,False,Beach Wagon,0.081125,False,Convertible,0.064534,False,960,6802
801115,2016-11-22 17:28:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,1.2,"doggo, pupper",https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1,Dalmatian,0.823356,True,English Setter,0.094602,True,Bluetick,0.021953,True,2429,8992
800513,2016-11-21 01:37:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 https://t.co/ILHGs0e6Dm,1.1,None,https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,1,Pembroke,0.828904,True,Cardigan,0.167373,True,Chihuahua,0.000766,True,3495,14685
800459,2016-11-20 22:02:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a very sleepy pupper. Appears to be portable as h*ck. 12/10 would snug intensely https://t.co/61sX7pW5Ca,1.2,pupper,https://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,1,Teddy,0.311928,False,Ice Bear,0.184657,False,Christmas Stocking,0.173229,False,2489,10538
800388,2016-11-20 17:20:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,1.2,floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,2,Golden Retriever,0.35986,True,Pembroke,0.194207,True,Collie,0.154603,True,3265,12456
800141,2016-11-20 00:59:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,1.3,None,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,3,Golden Retriever,0.938048,True,Kuvasz,0.02512,True,Labrador Retriever,0.022977,True,2980,17092
800018,2016-11-19 16:49:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,1.1,doggo,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,1,Vacuum,0.289485,False,Punching Bag,0.243297,False,Barbell,0.14363,False,15351,31768
799774,2016-11-19 00:40:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,1.3,None,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,1,Chow,0.316565,True,Golden Retriever,0.241929,True,Pomeranian,0.157524,True,5488,0
799297,2016-11-17 17:04:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet https://t.co/YDtZcAiMAf,1.1,None,https://pbs.twimg.com/media/CxeseRgUoAM_SQK.jpg,1,Malamute,0.985028,True,Siberian Husky,0.005834,True,Eskimo Dog,0.005443,True,3227,11065
799063,2016-11-17 01:35:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish https://t.co/BXJFKOVnJm,1.1,None,https://pbs.twimg.com/media/CxbX_n2WIAAHaLS.jpg,2,Norfolk Terrier,0.334436,True,Norwich Terrier,0.231573,True,Australian Terrier,0.214203,True,2863,9058
798673,2016-11-15 23:44:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @dog_rates: I shall call him squishy and he shall be mine, and he shall be my squishy. 13/10 https://t.co/WId5lxNdPH",1.3,None,https://pbs.twimg.com/media/CV_cnjHWUAADc-c.jpg,1,Dough,0.806757,False,Bakery,0.027907,False,French Loaf,0.018189,False,6485,0
798665,2016-11-15 23:13:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,1.0,None,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,1,Chow,0.243529,True,Hamster,0.22715,False,Pomeranian,0.056057,True,4519,0
798644,2016-11-15 21:49:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: This is Paull. He just stubbed his toe. 10/10 deep breaths Paull https://t.co/J5Mqn8VeYq,1.0,None,https://pbs.twimg.com/media/CU3mITUWIAAfyQS.jpg,1,English Springer,0.403698,True,Brittany Spaniel,0.347609,True,Welsh Springer Spaniel,0.137186,True,2153,0
797545,2016-11-12 21:02:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately https://t.co/Ia19irLwyB,1.2,None,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,1,Pembroke,0.954089,True,Cardigan,0.033644,True,Papillon,0.009736,True,5656,16198
796387,2016-11-09 16:22:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well https://t.co/cVLUasbKA5,1.2,None,https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,1,Pekinese,0.461164,True,Pomeranian,0.28865,True,Siamese Cat,0.052423,False,4861,12334
796116,2016-11-08 22:25:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,1.1,None,https://pbs.twimg.com/media/CwxfrguUUAA1cbl.jpg,1,Cardigan,0.700182,True,Pembroke,0.260738,True,Papillon,0.01711,True,2813,10139
796080,2016-11-08 20:00:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,1.2,None,https://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,1,Chow,0.973846,True,Tibetan Mastiff,0.01411,True,Gibbon,0.002358,False,2703,9469
796031,2016-11-08 16:47:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,1.3,None,https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,1,Golden Retriever,0.893775,True,Labrador Retriever,0.07014,True,Doormat,0.008419,False,4284,12071
795464,2016-11-07 03:14:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,1.3,doggo,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1,Golden Retriever,0.193082,True,Chesapeake Bay Retriever,0.157927,True,Soft-Coated Wheaten Terrier,0.124684,True,27728,55683
795400,2016-11-06 22:59:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,1.2,None,https://pbs.twimg.com/media/CwnUUGTWIAE8sFR.jpg,2,Golden Retriever,0.925494,True,Labrador Retriever,0.059241,True,Tennis Ball,0.004495,False,3323,11270
794332,2016-11-04 00:15:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,1.2,None,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,1,Samoyed,0.988307,True,Malamute,0.004906,True,Great Pyrenees,0.002901,True,3088,10686
794205,2016-11-03 15:51:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,1.4,pupper,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,3,Pedestal,0.66266,False,Fountain,0.294827,False,Brass,0.020371,False,3895,10314
793962,2016-11-02 23:45:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,1.2,None,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,1,Labrador Retriever,0.861651,True,Golden Retriever,0.044462,True,Staffordshire Bullterrier,0.016497,True,5711,18910
793845,2016-11-02 16:00:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,1.3,None,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,1,Old English Sheepdog,0.765277,True,Bedlington Terrier,0.112753,True,Kerry Blue Terrier,0.047662,True,2187,10295
793614,2016-11-02 00:42:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,1.3,None,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,1,Golden Retriever,0.705092,True,Labrador Retriever,0.219721,True,Kuvasz,0.015965,True,3661,0
793286,2016-11-01 03:00:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,1.3,None,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,1,Afghan Hound,0.274637,True,Borzoi,0.142204,True,Doormat,0.109677,False,10723,27597
